order_id,order_date,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,product_id,quantity,discount,sale_price,profit
1200,24-09-2022,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,OFF-BI-10004995,4,32.7,1087,167
1201,10-04-2023,Standard Class,Corporate,United States,Denver,Colorado,80219,West,Furniture,Chairs,FUR-CH-10002335,3,16.2,537,57
1202,06-03-2022,Standard Class,Corporate,United States,Denver,Colorado,80219,West,Office Supplies,Binders,OFF-BI-10004967,3,0,-2,-2
1203,01-01-2022,Standard Class,Corporate,United States,Denver,Colorado,80219,West,Furniture,Chairs,FUR-CH-10002331,3,25.5,847,77
1204,10-02-2022,Standard Class,Corporate,United States,Denver,Colorado,80219,West,Office Supplies,Storage,OFF-ST-10002292,2,23.6,586,36
1205,07-06-2022,Standard Class,Corporate,United States,Denver,Colorado,80219,West,Office Supplies,Storage,OFF-ST-10000689,3,10.2,337,47
1206,05-01-2022,First Class,Consumer,United States,Charlotte,North Carolina,28205,South,Technology,Phones,TEC-PH-10002660,5,10.8,266,16
1207,04-09-2023,Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Storage,OFF-ST-10004634,1,0.4,6,-4
1208,12-12-2022,Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,OFF-BI-10002160,3,0.3,7,-3
1209,27-06-2023,Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Fasteners,OFF-FA-10002988,7,0.3,7,-3
1210,28-06-2022,Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Art,OFF-AR-10004999,7,1.6,36,6
1211,16-01-2022,Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,OFF-BI-10001031,2,0.2,8,-2
1212,02-08-2022,Second Class,Corporate,United States,New York City,New York,10009,East,Furniture,Bookcases,FUR-BO-10004695,4,17.4,577,87
1213,24-02-2022,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,FUR-CH-10004860,2,5.6,136,6
1214,24-06-2022,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,OFF-BI-10002432,2,0,-5,-5
1215,27-08-2022,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,OFF-BI-10000069,1,0,-5,-5
1216,27-03-2022,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,OFF-AR-10003602,1,0,-5,-5
1217,28-12-2023,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Accessories,TEC-AC-10004469,3,3,97,-3
1218,31-10-2023,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,FUR-FU-10001867,2,0.8,16,-4
1219,17-10-2022,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Accessories,TEC-AC-10003174,3,13,255,5
1220,07-07-2023,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,TEC-PH-10002200,7,38.6,1928,168
1221,22-05-2023,Standard Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Storage,OFF-ST-10000107,9,7.5,247,27
1222,20-09-2022,Standard Class,Home Office,United States,Los Angeles,California,90036,West,Technology,Phones,TEC-PH-10000439,8,5.2,258,8
1223,09-06-2023,First Class,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings,FUR-FU-10001602,3,3.3,107,7
1224,19-01-2023,First Class,Consumer,United States,New York City,New York,10024,East,Technology,Accessories,TEC-AC-10001432,1,1.6,78,18
1225,11-05-2023,First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,OFF-BI-10004656,1,0,-3,-3
1226,06-03-2023,First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,OFF-PA-10001685,4,2,35,5
1227,21-11-2023,First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,OFF-ST-10001418,3,7.2,176,16
1228,06-09-2023,First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,OFF-ST-10000676,2,9.5,185,5
1229,12-06-2022,Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Envelopes,OFF-EN-10001219,2,0.4,18,-2
1230,30-04-2023,Standard Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,Furnishings,FUR-FU-10001424,1,0.4,6,-4
1231,23-07-2022,Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Art,OFF-AR-10001022,2,0.5,5,-5
1232,05-03-2022,Second Class,Consumer,United States,Buffalo,New York,14215,East,Office Supplies,Art,OFF-AR-10000369,2,0,-3,-3
1233,16-08-2023,Second Class,Consumer,United States,Buffalo,New York,14215,East,Office Supplies,Envelopes,OFF-EN-10003055,2,1.6,78,8
1234,20-08-2023,First Class,Corporate,United States,Cincinnati,Ohio,45231,East,Technology,Copiers,TEC-CO-10001046,2,42,835,55
1235,24-08-2023,Same Day,Consumer,United States,Boynton Beach,Florida,33437,South,Furniture,Furnishings,FUR-FU-10000076,3,1.5,47,7
1236,13-04-2022,Same Day,Consumer,United States,Boynton Beach,Florida,33437,South,Office Supplies,Binders,OFF-BI-10003719,5,1.6,36,6
1237,08-07-2022,Same Day,Consumer,United States,Boynton Beach,Florida,33437,South,Furniture,Furnishings,FUR-FU-10003268,2,3,55,5
1238,19-11-2023,Same Day,Consumer,United States,Boynton Beach,Florida,33437,South,Furniture,Furnishings,FUR-FU-10003553,3,6.8,166,6
1239,25-07-2022,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Furniture,Furnishings,FUR-FU-10003691,1,0.3,7,-3
1240,22-05-2022,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Art,OFF-AR-10003903,1,1.2,37,7
1241,26-04-2022,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Fasteners,OFF-FA-10004854,2,0.8,16,-4
1242,16-03-2023,Standard Class,Home Office,United States,New York City,New York,10024,East,Technology,Phones,TEC-PH-10003442,4,1,15,-5
1243,27-01-2023,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,OFF-BI-10004519,3,12,397,17
1244,24-10-2022,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Fasteners,OFF-FA-10000304,4,0.2,8,-2
1245,01-12-2023,Standard Class,Consumer,United States,Gulfport,Mississippi,39503,South,Office Supplies,Envelopes,OFF-EN-10004955,9,2,46,-4
1246,02-09-2022,Second Class,Consumer,United States,Fresno,California,93727,West,Furniture,Tables,FUR-TA-10004619,6,38,755,65
1247,30-09-2023,Second Class,Consumer,United States,Fresno,California,93727,West,Furniture,Tables,FUR-TA-10003473,12,108.3,3607,177
1248,03-08-2022,Second Class,Consumer,United States,Fresno,California,93727,West,Furniture,Bookcases,FUR-BO-10004467,3,5,248,48
1249,05-11-2023,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Art,OFF-AR-10002280,6,0.8,38,-2
1250,10-10-2022,Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,FUR-CH-10001708,9,22.8,1138,68
1251,23-11-2022,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Appliances,OFF-AP-10000891,13,51,1697,97
1252,15-08-2023,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Art,OFF-AR-10000462,2,0,-4,-4
1253,22-08-2022,Standard Class,Consumer,United States,Milwaukee,Wisconsin,53209,Central,Technology,Phones,TEC-PH-10004165,4,55,1095,125
1254,24-02-2022,Standard Class,Home Office,United States,Chester,Pennsylvania,19013,East,Office Supplies,Art,OFF-AR-10003958,2,0.4,6,-4
1255,14-10-2022,Standard Class,Home Office,United States,Chester,Pennsylvania,19013,East,Technology,Phones,TEC-PH-10000149,3,2,35,-5
1256,18-11-2023,Standard Class,Home Office,United States,Chester,Pennsylvania,19013,East,Furniture,Furnishings,FUR-FU-10003724,1,0.5,5,-5
1257,29-01-2022,Standard Class,Home Office,United States,Chester,Pennsylvania,19013,East,Furniture,Furnishings,FUR-FU-10003535,2,0.8,38,8
1258,20-12-2023,Second Class,Home Office,United States,Charlotte,North Carolina,28205,South,Office Supplies,Binders,OFF-BI-10001575,3,1.5,25,-5
1259,25-02-2023,Second Class,Home Office,United States,Charlotte,North Carolina,28205,South,Office Supplies,Storage,OFF-ST-10003716,3,27,535,45
1260,10-04-2022,Second Class,Home Office,United States,Charlotte,North Carolina,28205,South,Technology,Accessories,TEC-AC-10004469,8,5.2,258,38
1261,09-02-2023,Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Technology,Phones,TEC-PH-10004586,3,43,855,145
1262,23-05-2023,Standard Class,Corporate,United States,Greenville,North Carolina,27834,South,Office Supplies,Binders,OFF-BI-10004236,4,0.4,18,-2
1263,14-11-2023,Second Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Binders,OFF-BI-10001634,3,1,15,-5
1264,05-05-2023,First Class,Consumer,United States,La Porte,Indiana,46350,Central,Technology,Phones,TEC-PH-10000215,2,2.1,67,-3
1265,20-09-2022,First Class,Consumer,United States,La Porte,Indiana,46350,Central,Furniture,Furnishings,FUR-FU-10003724,5,1.2,37,-3
1266,21-07-2023,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,OFF-AR-10000422,3,0.5,5,-5
1267,05-09-2022,Standard Class,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Storage,OFF-ST-10003306,1,7,135,5
1268,01-11-2022,Standard Class,Corporate,United States,Los Angeles,California,90045,West,Furniture,Chairs,FUR-CH-10001146,6,8.7,287,47
1269,23-04-2023,Standard Class,Corporate,United States,Louisville,Colorado,80027,West,Furniture,Furnishings,FUR-FU-10000246,3,1.5,25,-5
1270,10-04-2023,Standard Class,Consumer,United States,Florence,Alabama,35630,South,Office Supplies,Paper,OFF-PA-10002870,2,0.5,5,-5
1271,09-03-2022,Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,OFF-ST-10000563,4,5,95,15
1272,12-10-2023,Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Appliances,OFF-AP-10004487,3,1,48,8
1273,22-07-2023,Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,OFF-BI-10002854,8,1.6,36,-4
1274,24-01-2022,Same Day,Consumer,United States,Fort Worth,Texas,76106,Central,Office Supplies,Paper,OFF-PA-10004621,2,0.2,8,-2
1275,21-01-2022,Same Day,Consumer,United States,Fort Worth,Texas,76106,Central,Furniture,Chairs,FUR-CH-10001973,5,15.6,386,66
1276,13-02-2022,Same Day,Consumer,United States,Fort Worth,Texas,76106,Central,Office Supplies,Paper,OFF-PA-10004040,3,0.2,8,-2
1277,14-02-2022,Same Day,Consumer,United States,Fort Worth,Texas,76106,Central,Technology,Accessories,TEC-AC-10000580,1,1.2,58,8
1278,30-12-2023,Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Art,OFF-AR-10004022,3,2.7,87,7
1279,24-06-2022,First Class,Corporate,United States,Macon,Georgia,31204,South,Technology,Accessories,TEC-AC-10004209,3,1.5,25,5
1280,15-03-2022,First Class,Corporate,United States,Macon,Georgia,31204,South,Technology,Accessories,TEC-AC-10000023,4,4,75,5
1281,27-03-2023,First Class,Consumer,United States,Cedar Rapids,Iowa,52402,Central,Technology,Phones,TEC-PH-10003505,3,14,275,25
1282,04-08-2022,First Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Labels,OFF-LA-10000121,3,0.6,17,-3
1283,11-05-2022,First Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,OFF-BI-10002026,1,0.6,17,-3
1284,07-10-2023,First Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Paper,OFF-PA-10000994,3,12.5,245,5
1285,16-07-2023,Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Binders,OFF-BI-10002813,7,0,-4,-4
1286,24-07-2022,Standard Class,Consumer,United States,Providence,Rhode Island,2908,East,Office Supplies,Storage,OFF-ST-10000617,5,0.2,8,-2
1287,30-09-2023,Standard Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Art,OFF-AR-10004817,3,0.6,17,-3
1288,30-08-2022,Standard Class,Corporate,United States,New York City,New York,10009,East,Furniture,Furnishings,FUR-FU-10000397,2,2,35,-5
1289,09-11-2023,Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,OFF-BI-10000605,4,0.4,6,-4
1290,08-05-2022,Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Art,OFF-AR-10001860,3,0.8,16,-4
1291,23-07-2022,First Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Binders,OFF-BI-10004970,4,0.5,5,-5
1292,15-11-2022,First Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Paper,OFF-PA-10003172,5,0.6,28,-2
1293,14-05-2022,Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Supplies,OFF-SU-10001218,3,1.2,26,6
1294,29-01-2022,Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Paper,OFF-PA-10002968,5,4.4,106,6
1295,26-08-2022,Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Labels,OFF-LA-10000134,1,0,-3,-3
1296,09-06-2022,Standard Class,Consumer,United States,Pueblo,Colorado,81001,West,Office Supplies,Appliances,OFF-AP-10004487,13,42.5,845,75
1297,31-03-2023,Standard Class,Corporate,United States,Fairfield,California,94533,West,Office Supplies,Binders,OFF-BI-10002103,2,0.4,6,-4
1298,22-03-2022,Standard Class,Corporate,United States,Fairfield,California,94533,West,Office Supplies,Binders,OFF-BI-10004632,2,0.8,16,-4
1299,08-07-2022,Second Class,Corporate,United States,Saint Paul,Minnesota,55106,Central,Technology,Phones,TEC-PH-10003555,5,3.3,107,17
1300,31-01-2022,First Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Storage,OFF-ST-10001590,2,1.2,26,-4
1301,07-06-2022,Second Class,Consumer,United States,Springfield,Virginia,22153,South,Furniture,Furnishings,FUR-FU-10003664,6,22.8,566,66
1302,15-12-2022,Second Class,Consumer,United States,Springfield,Virginia,22153,South,Furniture,Furnishings,FUR-FU-10003664,3,11.6,286,26
1303,22-05-2022,Second Class,Home Office,United States,Arlington,Virginia,22204,South,Furniture,Bookcases,FUR-BO-10003433,2,1.2,58,8
1304,04-02-2022,Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Furniture,Furnishings,FUR-FU-10002554,1,1,15,-5
1305,17-07-2022,Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Technology,Phones,TEC-PH-10001557,3,8.7,287,17
1306,30-08-2022,Second Class,Consumer,United States,Houston,Texas,77036,Central,Technology,Phones,TEC-PH-10003437,7,21,415,25
1307,14-03-2023,First Class,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Paper,OFF-PA-10002986,7,2,46,6
1308,23-10-2023,First Class,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Binders,OFF-BI-10000320,3,1,15,-5
1309,02-10-2023,First Class,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Appliances,OFF-AP-10003971,2,0.6,17,-3
1310,19-12-2023,First Class,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Storage,OFF-ST-10001469,3,4.8,157,27
1311,16-09-2022,First Class,Consumer,United States,Pasadena,California,91104,West,Furniture,Chairs,FUR-CH-10003846,2,3.2,158,18
1312,12-07-2023,Standard Class,Consumer,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Labels,OFF-LA-10001404,1,0,-2,-2
1313,30-09-2023,Standard Class,Consumer,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Labels,OFF-LA-10001474,4,6,115,15
1314,02-03-2023,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Chairs,FUR-CH-10003199,2,3.2,158,8
1315,21-04-2023,Standard Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Paper,OFF-PA-10003072,6,1.6,36,6
1316,22-07-2023,Standard Class,Corporate,United States,Los Angeles,California,90032,West,Furniture,Furnishings,FUR-FU-10004960,8,7.2,176,36
1317,16-04-2022,Standard Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Supplies,OFF-SU-10003505,5,23.2,576,66
1318,23-12-2023,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,TEC-AC-10003116,1,0.2,8,-2
1319,17-10-2022,Standard Class,Corporate,United States,Deltona,Florida,32725,South,Technology,Phones,TEC-PH-10004586,2,23.2,576,86
1320,13-11-2023,Standard Class,Corporate,United States,Deltona,Florida,32725,South,Office Supplies,Binders,OFF-BI-10000546,6,0.2,8,-2
1321,13-08-2022,Standard Class,Consumer,United States,Cincinnati,Ohio,45231,East,Office Supplies,Binders,OFF-BI-10002071,3,0.2,8,-2
1322,24-02-2022,Standard Class,Consumer,United States,Cincinnati,Ohio,45231,East,Office Supplies,Storage,OFF-ST-10001490,2,5.8,288,48
1323,11-08-2023,Standard Class,Consumer,United States,Murray,Kentucky,42071,South,Office Supplies,Appliances,OFF-AP-10004859,5,1.4,68,-2
1324,24-11-2023,First Class,Consumer,United States,Wilmington,North Carolina,28403,South,Office Supplies,Paper,OFF-PA-10002659,4,0.3,7,-3
1325,03-11-2023,Standard Class,Corporate,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Storage,OFF-ST-10001321,3,2.5,45,5
1326,23-04-2023,First Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,OFF-BI-10004139,6,1,15,-5
1327,24-09-2023,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,FUR-FU-10001867,6,2,46,6
1328,16-02-2022,First Class,Corporate,United States,Norwich,Connecticut,6360,East,Office Supplies,Paper,OFF-PA-10004156,1,0.4,6,-4
1329,05-11-2022,Second Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Art,OFF-AR-10002818,4,4.5,85,5
1330,13-04-2023,Standard Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Furnishings,FUR-FU-10003691,3,2,35,-5
1331,27-01-2023,Standard Class,Home Office,United States,Lorain,Ohio,44052,East,Technology,Phones,TEC-PH-10000347,1,0,-3,-3
1332,19-07-2023,Standard Class,Home Office,United States,Lorain,Ohio,44052,East,Office Supplies,Storage,OFF-ST-10004507,2,1.2,26,-4
1333,18-08-2023,Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Binders,OFF-BI-10002012,3,0,-5,-5
1334,29-03-2023,Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Appliances,OFF-AP-10001303,2,0.4,6,-4
1335,27-04-2023,Standard Class,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Binders,OFF-BI-10003684,8,2.8,138,28
1336,03-10-2023,Standard Class,Consumer,United States,Middletown,Connecticut,6457,East,Office Supplies,Storage,OFF-ST-10002574,4,16.5,547,47
1337,26-02-2023,Standard Class,Consumer,United States,Los Angeles,California,90008,West,Furniture,Furnishings,FUR-FU-10003724,3,0.9,27,-3
1338,12-01-2023,Second Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,FUR-FU-10004018,2,1.5,25,-5
1339,24-10-2022,Second Class,Consumer,United States,New York City,New York,10011,East,Technology,Phones,TEC-PH-10002549,3,27.2,676,46
1340,09-07-2023,Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,OFF-PA-10004911,8,4,75,5
1341,30-06-2023,First Class,Corporate,United States,Jacksonville,North Carolina,28540,South,Technology,Machines,TEC-MA-10002178,2,35,695,95
1342,09-11-2022,First Class,Corporate,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Binders,OFF-BI-10003694,5,1,15,-5
1343,11-01-2023,First Class,Corporate,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Binders,OFF-BI-10000474,6,1.5,25,-5
1344,16-01-2022,Standard Class,Consumer,United States,Freeport,New York,11520,East,Office Supplies,Art,OFF-AR-10000411,3,1.5,47,7
1345,23-11-2022,Standard Class,Consumer,United States,Freeport,New York,11520,East,Office Supplies,Labels,OFF-LA-10000262,5,0.5,5,-5
1346,21-11-2023,Standard Class,Consumer,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Appliances,OFF-AP-10001154,2,3.6,86,6
1347,27-10-2022,Standard Class,Consumer,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Paper,OFF-PA-10000466,7,1.5,47,-3
1348,24-10-2023,Standard Class,Consumer,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Art,OFF-AR-10003829,6,0.8,16,-4
1349,18-12-2022,Standard Class,Consumer,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Binders,OFF-BI-10001758,10,2,46,6
1350,05-06-2023,Standard Class,Consumer,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Binders,OFF-BI-10000136,6,2,35,-5
1351,13-12-2023,Second Class,Consumer,United States,Evanston,Illinois,60201,Central,Furniture,Chairs,FUR-CH-10002880,3,13,255,25
1352,31-10-2023,First Class,Corporate,United States,Arlington,Virginia,22204,South,Office Supplies,Storage,OFF-ST-10000649,2,1.2,26,-4
1353,10-08-2023,Standard Class,Corporate,United States,San Francisco,California,94109,West,Technology,Phones,TEC-PH-10003092,5,3.6,178,18
1354,15-12-2022,Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Paper,OFF-PA-10002250,3,0.6,17,-3
1355,03-04-2022,Standard Class,Corporate,United States,San Francisco,California,94109,West,Furniture,Tables,FUR-TA-10003473,1,6,298,28
1356,18-05-2023,Same Day,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Storage,OFF-ST-10001522,3,11,215,35
1357,30-07-2022,Same Day,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Storage,OFF-ST-10000563,11,8.4,277,47
1358,19-04-2022,First Class,Consumer,United States,Louisville,Kentucky,40214,South,Office Supplies,Paper,OFF-PA-10003641,3,1.6,78,8
1359,20-07-2023,First Class,Consumer,United States,Fort Worth,Texas,76106,Central,Furniture,Furnishings,FUR-FU-10000010,1,0,-4,-4
1360,12-08-2022,Second Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Chairs,FUR-CH-10002961,2,7.5,145,5
1361,28-12-2022,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Art,OFF-AR-10002956,7,2.4,118,8
1362,20-02-2023,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,OFF-PA-10004041,4,0.4,18,-2
1363,18-08-2023,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,TEC-PH-10001336,4,15.5,305,35
1364,17-09-2022,First Class,Corporate,United States,Tucson,Arizona,85705,West,Office Supplies,Binders,OFF-BI-10001036,14,1.2,37,-3
1365,15-09-2023,First Class,Corporate,United States,Tucson,Arizona,85705,West,Technology,Machines,TEC-MA-10003183,2,5,95,5
1366,20-01-2023,First Class,Corporate,United States,Tucson,Arizona,85705,West,Technology,Accessories,TEC-AC-10001314,6,12,235,45
1367,20-04-2022,First Class,Corporate,United States,Tucson,Arizona,85705,West,Technology,Phones,TEC-PH-10002563,2,8,196,16
1368,07-05-2023,First Class,Corporate,United States,Tucson,Arizona,85705,West,Furniture,Chairs,FUR-CH-10003312,4,27,897,127
1369,23-06-2022,First Class,Home Office,United States,Pico Rivera,California,90660,West,Furniture,Furnishings,FUR-FU-10001588,5,6,146,6
1370,08-04-2023,Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Furniture,Bookcases,FUR-BO-10002613,7,17.7,587,27
1371,20-12-2023,Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Art,OFF-AR-10003405,3,0.5,5,-5
1372,25-07-2023,Standard Class,Home Office,United States,Clinton,Maryland,20735,East,Technology,Accessories,TEC-AC-10004510,3,2.5,45,-5
1373,30-10-2023,Second Class,Consumer,United States,Vallejo,California,94591,West,Office Supplies,Labels,OFF-LA-10002312,2,1.5,25,-5
1374,02-12-2022,Second Class,Consumer,United States,Vallejo,California,94591,West,Office Supplies,Binders,OFF-BI-10000042,4,1,15,-5
1375,25-07-2023,Standard Class,Consumer,United States,Provo,Utah,84604,West,Furniture,Tables,FUR-TA-10003008,5,18.2,908,58
1376,20-12-2022,Second Class,Consumer,United States,Pleasant Grove,Utah,84062,West,Office Supplies,Appliances,OFF-AP-10003590,3,54.5,1085,125
1377,22-08-2022,Second Class,Consumer,United States,Pleasant Grove,Utah,84062,West,Office Supplies,Paper,OFF-PA-10000806,8,22.5,445,45
1378,30-06-2023,Second Class,Consumer,United States,Pleasant Grove,Utah,84062,West,Office Supplies,Art,OFF-AR-10000896,5,0.6,17,-3
1379,26-10-2022,Second Class,Consumer,United States,Pleasant Grove,Utah,84062,West,Technology,Phones,TEC-PH-10002310,5,8,398,38
1380,27-09-2023,Second Class,Consumer,United States,Pleasant Grove,Utah,84062,West,Office Supplies,Storage,OFF-ST-10002289,5,8,155,15
1381,19-03-2023,Second Class,Consumer,United States,Pleasant Grove,Utah,84062,West,Office Supplies,Binders,OFF-BI-10002852,1,0.5,5,-5
1382,28-11-2022,Standard Class,Home Office,United States,Aurora,Illinois,60505,Central,Furniture,Furnishings,FUR-FU-10003394,3,4,75,5
1383,11-06-2022,Same Day,Home Office,United States,Smyrna,Georgia,30080,South,Office Supplies,Storage,OFF-ST-10002344,1,2.4,77,17
1384,26-07-2023,Same Day,Home Office,United States,Smyrna,Georgia,30080,South,Office Supplies,Paper,OFF-PA-10001289,9,7,348,38
1385,30-11-2023,Same Day,Home Office,United States,Smyrna,Georgia,30080,South,Office Supplies,Fasteners,OFF-FA-10000053,5,0.5,5,-5
1386,16-01-2022,Same Day,Home Office,United States,Smyrna,Georgia,30080,South,Furniture,Furnishings,FUR-FU-10004091,3,1,15,-5
1387,20-01-2023,Same Day,Home Office,United States,Smyrna,Georgia,30080,South,Furniture,Bookcases,FUR-BO-10004015,2,9.6,236,6
1388,24-07-2022,Same Day,Home Office,United States,Smyrna,Georgia,30080,South,Office Supplies,Envelopes,OFF-EN-10003001,2,6.8,166,6
1389,13-01-2023,Same Day,Home Office,United States,Smyrna,Georgia,30080,South,Technology,Phones,TEC-PH-10000215,3,5,95,5
1390,26-01-2023,Same Day,Home Office,United States,Smyrna,Georgia,30080,South,Technology,Phones,TEC-PH-10003645,3,24,475,55
1391,13-07-2022,Same Day,Home Office,United States,Smyrna,Georgia,30080,South,Office Supplies,Paper,OFF-PA-10000357,3,6,115,5
1392,20-11-2022,Same Day,Home Office,United States,Smyrna,Georgia,30080,South,Office Supplies,Storage,OFF-ST-10004804,3,7.5,145,15
1393,27-01-2023,Same Day,Home Office,United States,Smyrna,Georgia,30080,South,Office Supplies,Paper,OFF-PA-10003892,7,13.6,336,56
1394,05-05-2022,First Class,Corporate,United States,Burlington,North Carolina,27217,South,Office Supplies,Art,OFF-AR-10003514,3,0.3,7,-3
1395,02-06-2023,Standard Class,Corporate,United States,Aurora,Illinois,60505,Central,Furniture,Tables,FUR-TA-10002958,5,26,646,96
1396,05-03-2022,Standard Class,Corporate,United States,Aurora,Illinois,60505,Central,Furniture,Tables,FUR-TA-10001676,3,2.1,67,7
1397,29-11-2023,First Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,OFF-BI-10000822,4,1,15,-5
1398,05-08-2023,First Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,OFF-PA-10004971,2,0.3,7,-3
